reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon,model
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.01,3.46172267746002,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.025,5.44044954455697,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.05,6.80142612343064,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.1,8.20927099235913,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.15,11.1364441220438,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.2,11.8623229179263,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.25,12.9367283639403,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.3,15.0245133948844,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.35,16.2898725546384,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.4,17.198940701665,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.45,18.6217978097791,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.5,19.7490214811039,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.55,20.9236497895786,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.6,22.1059354662256,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.65,23.4606238411229,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.7,25.6825339723825,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.75,27.7941067686856,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.8,31.1506110799712,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.85,35.0966214684822,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.9,39.0754537582397,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.95,42.3277146339417,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.975,45.6134477319129,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,01,quantile,0.99,56.1482,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.01,2.67029855096306,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.025,3.92340869640267,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.05,4.67134554901403,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.1,6.51990633247047,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.15,8.33003297907848,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.2,9.11361946498418,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.25,10.703924205159,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.3,12.1137188438421,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.35,13.6242996850052,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.4,15.7193365451114,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.45,17.5935854636302,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.5,19.0723368740082,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.55,20.8954241853658,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.6,22.4983988235545,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.65,24.2416676997829,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.7,26.14845,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.75,29.3911275241514,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.8,32.9765078501938,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.85,36.3106463035838,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.9,41.1638792525317,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.95,46.9989610849771,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.975,53.88035,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-01,01,quantile,0.99,63.2990781585694,1,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.01,2.0,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.025,2.71522566298174,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.05,3.24387021907753,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.1,4.82393826175248,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.15,7.35502861800563,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.2,8.07335589546804,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.25,9.6,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.3,11.3,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.35,12.5,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.4,14.1,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.45,16.7352953770721,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.5,18.5466795010586,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.55,20.5862224011581,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.6,23.0923043982744,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.65,25.5298951119351,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.7,29.1209487614789,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.75,31.8384207726571,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.8,33.8658404474367,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.85,36.8614428924647,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.9,40.54,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.95,50.0370819873785,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.975,61.515286154698,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-08,01,quantile,0.99,72.0620380138006,2,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.01,1.18689320867954,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.025,1.80344027051272,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.05,2.32329231481113,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.1,3.5829287904299,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.15,4.59181212387458,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.2,5.84695356184708,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.25,7.55273829767028,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.3,8.86370571542255,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.35,10.9847456864328,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.4,13.0,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.45,15.724388573043,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.5,18.172470386597,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.55,21.0639671428375,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.6,23.8577269175437,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.65,27.5043735980988,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.7,29.4534142540948,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.75,32.3955990409851,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.8,34.3166651153564,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.85,37.2906537874351,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.9,42.8449131862104,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.95,53.532355407045,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.975,63.0679752589234,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-04-15,01,quantile,0.99,80.5863573165952,3,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.01,0.0,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.025,0.0,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.05,0.0,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.1,0.0,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.15,0.0,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.2,0.0,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.25,0.0,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.3,0.0,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.35,0.0011829907816881,0,FluSight-ensemble
2023-03-25,wk inc flu hosp,2023-03-25,02,quantile,0.4,0.449797599315643,0,FluSight-ensemble
