reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon,model
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.01,1.98095,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.025,3.32391190642755,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.05,5.6142,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.1,7.2813,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.15,8.3715,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.2,9.79185,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.25,10.55,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.3,11.26155,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.35,12.43,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.4,13.0875,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.45,13.6075292281007,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.5,14.3549040439948,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.55,15.0529693498481,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.6,16.7195984744189,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.65,17.5422823946862,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.7,19.0649705375915,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.75,20.311911596081,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.8,21.3792887777492,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.85,22.1551395215724,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.9,24.5501762181115,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.95,28.437449792298,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.975,32.4,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-19,01,quantile,0.99,34.6,0,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-26,01,quantile,0.01,1.40796740466902,1,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-26,01,quantile,0.025,3.26025,1,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-26,01,quantile,0.05,4.9809643266622,1,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-26,01,quantile,0.1,6.81795859535928,1,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-26,01,quantile,0.15,8.22141522402744,1,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-26,01,quantile,0.2,9.0796581403522,1,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-26,01,quantile,0.25,10.0891359446834,1,FluSight-ensemble
2022-02-19,wk inc flu hosp,2022-02-26,01,quantile,0.3,11.0165476617513,1,FluSight-ensemble
