reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon,model
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.01,4.88894372082379,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.025,6.16875,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.05,7.47587785602765,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.1,9.46577574060679,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.15,10.9825890798036,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.2,12.0667300048657,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.25,12.9284636401468,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.3,13.5336657236768,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.35,14.4988274308951,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.4,15.68985,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.45,16.82785,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.5,17.5998928584099,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.55,18.1348251362022,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.6,19.0064548770283,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.65,20.5649528128337,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.7,22.3446835029087,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.75,23.991808795389,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.8,25.3198901359553,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.85,26.5314803601171,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.9,28.4941222536124,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.95,32.9463331537507,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.975,38.2176038720982,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-05,01,quantile,0.99,40.428587,0,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-12,01,quantile,0.01,2.044975,1,FluSight-ensemble
2022-03-05,wk inc flu hosp,2022-03-12,01,quantile,0.025,3.90562517395413,1,FluSight-ensemble
