reference_date,location,target,target_end_date,output_type,output_type_id,value,horizon,model
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.01,13.222751571883464,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.025,15.680757233919492,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.05,18.44078056478253,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.1,22.161586564598583,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.15,24.49203238274439,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.2,26.67757903216433,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.25,28.55485269200582,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.3,29.675256360669948,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.35,31.541034422104993,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.4,33.00109784683994,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.45,34.47922706424548,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.5,36.07632311781519,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.55,37.78927832004581,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.6,39.308056568137125,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.65,40.88042878811991,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.7,42.69183679998786,0,CEPH-Rtrend_fluH
2023-02-25,01,wk inc flu hosp,2023-02-25,quantile,0.75,44.33040318452066,0,CEPH-Rtrend_fluH
