reference_date,location,target,target_end_date,output_type,output_type_id,value,horizon,model
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.01,4.205604942945527,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.025,6.380096854726322,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.05,8.064696963848654,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.1,9.841387063844309,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.15,11.193671822673055,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.2,12.627205333966591,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.25,13.8734567278806,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.3,15.049026789768732,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.35,16.03857989420474,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.4,17.08873881945211,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.45,18.377060463131095,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.5,19.491203328243365,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.55,20.62512939551864,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.6,21.710896040521963,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.65,23.0513808210438,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.7,24.535101391286645,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.75,26.481000171178582,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.8,28.249688368077173,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.85,30.287164515929287,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.9,32.87465116466593,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.95,36.92487796359301,0,CEPH-Rtrend_fluH
2023-03-25,01,wk inc flu hosp,2023-03-25,quantile,0.975,41.84917701903563,0,CEPH-Rtrend_fluH
