reference_date,location,target,target_end_date,output_type,output_type_id,value,horizon,model
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.01,306.99,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.025,317.975,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.05,328.95,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.1,339.9,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.15,348.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.2,355.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.25,361.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.3,365.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.35,371.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.4,376.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.45,380.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.5,385.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.55,389.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.6,394.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.65,400.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.7,405.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.75,411.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.8,417.2000000000001,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.85,425.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.9,435.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.95,453.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.975,465.02499999999986,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-10,quantile,0.99,480.0,0,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.01,246.99,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.025,265.0,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.05,282.0,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.1,300.9,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.15,313.0,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.2,321.0,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.25,331.0,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.3,341.0,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.35,348.0,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.4,355.0,1,CEPH-Rtrend_fluH
2022-12-10,01,wk inc flu hosp,2022-12-17,quantile,0.45,363.0,1,CEPH-Rtrend_fluH
