reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon,model
2023-03-11,wk inc flu hosp,2023-03-11,01,point,nan,13.696053367130656,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.01,1.950474776207112,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.025,3.090185556451827,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.05,4.262048862545693,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.1,5.8486574229728285,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.15,7.06970543730017,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.2,8.13060835323155,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.25,9.106661945824644,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.3,10.036390103653988,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.35,10.943857088906697,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.4,11.846619864017448,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.45,12.759372259028076,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.5,13.696053367130654,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.55,14.671451567272497,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.6,15.70285471291325,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.65,16.81224996313431,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.7,18.02984718392777,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.75,19.400539630102468,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.8,20.997357484742647,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.85,22.95417214277477,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.9,25.56558597973402,0,MIGHTE-Nsemble
2023-03-11,wk inc flu hosp,2023-03-11,01,quantile,0.95,29.750677683763115,0,MIGHTE-Nsemble
