reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon,model
2022-11-12,wk inc flu hosp,2022-11-12,01,point,nan,453.3226183268936,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.01,289.60246166132754,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.025,308.85042640340987,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.05,326.07157483316337,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.1,346.7072529712576,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.15,361.1107621281879,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.2,372.8385997492519,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.25,383.1001477734279,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.3,392.47429619434536,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.35,401.2962185494803,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.4,409.7886758751309,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.45,418.11846025110464,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.5,426.4256446163747,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.55,434.8421381663454,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.6,443.5069223675113,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.65,452.5828441205861,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.7,462.28060949183816,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.75,472.9003682931415,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.8,484.9159684478113,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.85,499.1764696575907,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.9,517.51311843764,0,MIGHTE-Nsemble
2022-11-12,wk inc flu hosp,2022-11-12,01,quantile,0.95,545.5084193629694,0,MIGHTE-Nsemble
