reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon,model
2023-02-18,wk inc flu hosp,2023-02-18,01,point,nan,27.723496335713968,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.01,8.064436867318062,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.025,10.276278242833438,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.05,12.424671855287608,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.1,15.197755256692368,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.15,17.25507422511762,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.2,19.000755268700853,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.25,20.578294141572016,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.3,22.059068860527965,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.35,23.486271317337835,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.4,24.89023997715629,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.45,26.29529252721004,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.5,27.723496335713964,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.55,29.197335466091477,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.6,30.74224265744774,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.65,32.38978005202695,0,MIGHTE-Nsemble
2023-02-18,wk inc flu hosp,2023-02-18,01,quantile,0.7,34.18257178334407,0,MIGHTE-Nsemble
